sample,point,disc,age,uncert,hfhf,hfhfse,luhf
SA13_130,SA13_130-40,-2.8,1025,14,0.282395,1E-05,0.00106
SA13_130,SA13_130-51,-4.3,646,9,0.282525,1.5E-05,0.00075
SA13_130,SA13_130-58,-4.9,639,11,0.282426,9E-06,0.00042
SA13_130,SA13_130-61,-6,616,9,0.282394,1E-05,0.00062
SA13_130,SA13_130-62,-6.3,598,9,0.28243,1.2E-05,0.00072
SA13_130,SA_13-130-63,-0.7,1078,10,0.282232,1E-05,0.00103
SA13_130,SA_13-130-70,-4.5,572,5,0.282312,1.2E-05,0.00118
SA13_130,SA13_130-72,3,577,5,0.282242,1E-05,0.00135
SA13_130,SA13-130_82,-4.6,622,6,0.282429,1.1E-05,0.00063
SA13_130,SA13-130_87,-1.7,633,6,0.282458,1.3E-05,0.00162
SA13_130,SA13-130_88,-3.7,1084,9,0.281667,1E-05,0.00073
SA13_130,SA13_130-91,2.6,565,5,0.28244,1.9E-05,0.00095
SA13_130,SA13_130-92,-4,557,5,0.282572,1.1E-05,4E-05
SA13_130,SA13_130-95,-3.3,592,10,0.282419,1E-05,0.00046
SA13_130,SA13_130-98,2.6,499,16,0.282199,1.2E-05,0.00068
SA13_132,SA13_132-30,-40.8,523,7,0.282401,8E-06,0.00042
SA13_132,SA13_132-42,-31.7,350,4,0.282635,1E-05,0.00085
SA13_132,SA13_132-53,-28.9,474,7,0.28242,1.1E-05,0.00078
SA13_132,SA13_132-074,-22.6,3183,14,0.280806,1.2E-05,0.00175
SA13_132,SA13_132-34,-94.1,1096,71,0.282564,3.5E-05,0.00138
SA13_132,SA13_132-079,-70.4,258,3,0.282546,1.1E-05,0.00091
SA13_132,SA13_132-083,-58.3,277,3,0.28254,8E-06,0.00077
SA13_132,SA13_132-022,-55.9,251,3,0.282602,1.1E-05,0.0013
SA13_132,SA13_132-068,-54.7,269,4,0.282577,9E-06,0.00066
SA13_132,SA13_132-41,-50.6,262,3,0.282442,1.3E-05,0.00024
SA13_132,SA13_132-017,-47.2,266,3,0.282663,1.4E-05,0.00129
SA13_132,SA13_132-62,-34.7,284,5,0.282606,1.5E-05,0.0022
SA13_132,SA13_132-066,-22.9,259,5,0.282562,1.4E-05,0.00132
SA13_132,SA13_132-075,-26.7,257,2,0.282686,1.1E-05,0.00065
SA13_132,SA13_132-019,-24.3,254,3,0.28272,1.2E-05,0.00059
SA13_132,SA13_132-028,-13.9,695,8,0.282296,8E-06,0.00142
SA13_132,SA13_132-088,-11.9,995,9,0.282191,1.1E-05,0.00093
SA13_132,SA13_132-020,-26.3,256,3,0.282608,1.1E-05,0.00058
SA13_132,SA13_132-011,-18,263,4,0.28253,1E-05,0.00158
SA13_132,SA13_132-089,-15.7,263,3,0.282558,1.2E-05,0.0016
SA13_132,SA13_132-085,-19,260,2,0.282597,1.1E-05,0.00078
SA13_132,SA13_132-027,-16.9,270,4,0.282774,9E-06,0.00054
SA13_132,SA13_132-093,-8.5,567,7,0.282286,9E-06,3E-05
SA13_132,SA13_132-002,-10,599,8,0.282463,1E-05,0.0007
SA13_132,SA13_132-010,-21.4,254,4,0.28264,1.1E-05,0.00058
SA13_132,SA13_132-57,-16.9,268,5,0.282593,1.1E-05,0.00057
SA13_132,SA13_132-064,-7.8,490,9,0.282494,1E-05,0.00113
SA13_132,SA13_132-43,-11.3,272,3,0.282619,1.9E-05,0.00149
SA13_132,SA13_132-086,-7.1,481,5,0.282407,1.3E-05,0.00101
SA13_132,SA13_132-013,-8.5,851,21,0.282686,9E-06,0.00093
SA13_132,SA13_132-082,-7.6,486,5,0.282294,1.1E-05,0.00072
SA13_132,SA13_132-008,-25.8,249,4,0.282643,1.3E-05,0.00116
SA13_132,SA13_132-49,-9.2,284,3,0.282595,1E-05,0.00135
SA13_132,SA13_132-091,28.4,279,4,0.282562,9E-06,0.00049
SA13_132,SA13_132-090,33.5,319,6,0.2826,1.8E-05,0.0013
SA13_132,SA13_132-032,-25,211,5,0.282676,1.2E-05,0.00065
SA13_132,SA13_132-001,3.3,228,3,0.282253,2.6E-05,0.00123
SA13_132,SA13_132-012,-10.2,233,4,0.282652,1.2E-05,0.00077
SA13_132,SA13_132-018,-27.7,241,2,0.28262,1E-05,0.00196
SA13_132,SA13_132-003,-38.2,244,3,0.282608,1E-05,0.00045
SA13_132,SA13_132-015,-17.1,249,4,0.282556,1.1E-05,0.0003
SA13_132,SA13_132-033,-4.8,249,4,0.282579,1E-05,0.00126
SA13_132,SA13_132-36,-17.2,253,3,0.282601,1.1E-05,0.00093
SA13_132,SA13_132-004,-0.8,254,4,0.282709,1.1E-05,0.00112
SA13_132,SA13_132-005,-2,254,4,0.282576,1E-05,0.00142
SA13_132,SA13_132-38,-19.4,255,3,0.28254,9E-06,0.00149
SA13_132,SA13_132-51,-13.8,256,4,0.28264,1.4E-05,0.00125
SA13_132,SA13_132-065,-9.2,256,5,0.282607,1.2E-05,0.00147
SA13_132,SA13_132-025,-14.2,257,3,0.282609,7E-06,0.00078
SA13_132,SA13_132-52,-8.9,257,4,0.282578,1E-05,0.00045
SA13_132,SA13_132-006,-7.5,258,3,0.282538,1E-05,0.00079
SA13_132,SA13_132-076,-17.4,259,3,0.28259,1.1E-05,0.00113
SA13_132,SA13_132-58,-18.6,260,7,0.282587,9E-06,0.0012
SA13_132,SA13_132-59,-20,261,11,0.282565,1.4E-05,0.00094
SA13_132,SA13_132-35,-21.7,262,6,0.282536,1.1E-05,0.0005
SA13_132,SA13_132-40,-10.3,262,3,0.282608,1.1E-05,0.00117
SA13_132,SA13_132-44,-2.8,265,5,0.282715,1.3E-05,0.00077
SA13_132,SA13_132-47,-28.8,265,4,0.282517,1.4E-05,0.00076
SA13_132,SA13_132-077,-12.3,265,2,0.282605,9E-06,0.00088
SA13_132,SA13_132-55,-15.9,267,5,0.282682,1.4E-05,0.00138
SA13_132,SA13_132-031,-30.3,268,6,0.282562,1.1E-05,0.00141
SA13_132,SA13_132-37,-14.9,268,3,0.282627,9E-06,0.00061
SA13_132,SA13_132-070,-28.7,268,3,0.282767,1E-05,0.00066
SA13_132,SA13_132-081,-39.2,270,3,0.282575,1.1E-05,0.00073
SA13_132,SA13_132-072,-22.6,272,6,0.282584,1.1E-05,0.00128
SA13_132,SA13_132-007,-4.3,273,4,0.282666,1E-05,0.0013
SA13_132,SA13_132-48rr,-7,273,4,0.282544,1.4E-05,0.00068
SA13_132,SA13_132-56,4.8,273,6,0.282572,1.2E-05,0.00119
SA13_132,SA13_132-084,-5.3,273,3,0.282583,1.3E-05,0.001
SA13_132,SA13_132-073,-14.4,274,6,0.282552,9E-06,0.00166
SA13_132,SA13_132-50,-12.4,277,4,0.282614,1E-05,0.00107
SA13_132,SA13_132-48,-1.3,278,4,0.282539,1.8E-05,0.00091
SA13_132,SA13_132-023,-41.2,280,6,0.282603,1E-05,0.00221
SA13_132,SA13_132-009,-5.1,281,5,0.282621,1E-05,0.00061
SA13_132,SA13_132-069,-6.8,281,5,0.282621,1E-05,0.001
SA13_132,SA13_132-026,4.8,282,3,0.282586,1E-05,0.00128
SA13_132,SA13_132-029,-8.1,283,7,0.282573,1.1E-05,0.00088
SA13_132,SA13_132-078,-2.6,283,3,0.282644,1.2E-05,0.00107
SA13_132,SA13_132-60,12.1,292,7,0.282556,1.1E-05,0.00057
SA13_132,SA13_132-021,-2.1,297,5,0.282537,1E-05,0.00123
SA13_132,SA13_132-46,-12.1,350,7,0.282454,1.2E-05,0.00089
SA13_132,SA13_132-014,-18,384,10,0.282223,9E-06,0.00097
SA13_132,SA13_132-54,-5.3,403,7,0.282614,1.3E-05,0.00222
SA13_132,SA13_132-087,-17.3,440,5,0.281649,1.2E-05,0.00015
SA13_132,SA13_132-067,-4,461,8,0.28263,1E-05,0.00104
SA13_132,SA13_132-071,-0.7,474,10,0.282629,1.1E-05,0.00092
SA13_132,SA13_132-39,-4.7,491,6,0.282436,1.2E-05,0.00197
SA13_132,SA13_132-45,1.4,494,10,0.282409,1.4E-05,0.00185
SA13_132,SA13_132-092,-4.3,537,5,0.282385,1E-05,0.00068
SA13_132,SA13_132-080,1.1,548,5,0.282425,1.1E-05,0.00056
SA13_132,SA13_132-61,-5.8,552,10,0.282425,1E-05,0.00035
SA13_132,SA13_132-063,-0.6,564,10,0.282282,8E-06,0.00025
SA13_132,SA13_132-016,-2.1,581,7,0.281949,1.3E-05,0.00052
SA13_132,SA13_132-024,-3.4,1081,13,0.282244,9E-06,0.00107
SA13_129,SA13_129-61,-60.1,401,4,0.282576,1.8E-05,0.00138
SA13_129,SA13_129-55,-43.7,1718,12,0.2811,1.6E-05,0.00224
SA13_129,SA13_129_22,-28.2,729,10,0.282364,8E-06,0.00104
SA13_129,SA13_129-78,-26.1,622,10,0.282272,1E-05,0.0009
SA13_129,SA13_129-71,-23.9,714,8,0.282281,1E-05,0.00171
SA13_129,SA13_129-76,-15.5,528,6,0.28231,1E-05,0.00217
SA13_129,SA13_129-84,-14.9,756,12,0.282296,1.2E-05,0.00178
SA13_129,SA13_129-86,-12.5,2637,58,0.281076,1.1E-05,0.00097
SA13_129,SA13_129_27,-43.5,276,3,0.28252,1.5E-05,0.00235
SA13_129,SA13_129-82,-69,222,4,0.282439,1.7E-05,0.00199
SA13_129,SA13_129_01,-21.8,285,3,0.282463,2E-05,0.00207
SA13_129,SA13_129_012,-15.3,893,11,0.282377,1.3E-05,0.00163
SA13_129,SA13_129_013,-1.1,546,5,0.2823,1.3E-05,0.00097
SA13_129,SA13_129_015,7.6,542,10,0.282416,1.3E-05,0.00033
SA13_129,SA13_129_016,3,963,15,,,
SA13_129,SA13_129_017,6.8,622,8,0.282313,1.1E-05,0.00074
SA13_129,SA13_129_018,-10.3,260,3,0.282562,1.3E-05,0.00175
SA13_129,SA13_129_019,-3.1,1052,15,0.282105,1.3E-05,0.00089
SA13_129,SA13_129_02,-2.8,384,5,,,
SA13_129,SA13_129_020,-1.4,1034,15,0.281731,1E-05,0.00101
SA13_129,SA13_129_03,9.9,302,3,0.282681,1.2E-05,0.00092
SA13_129,SA13_129_05,-14.8,531,6,0.282409,1.2E-05,0.00099
SA13_129,SA13_129_06,3,530,6,0.282289,1.9E-05,0.00193
SA13_129,SA13_129_07,20.5,258,3,0.282419,1.1E-05,0.0011
SA13_129,SA13_129_08,-32.3,264,3,0.282582,1.5E-05,0.00166
SA13_129,SA13_129_09,5.1,646,7,0.281927,1.1E-05,0.0003
SA13_129,SA13_129_10,-13.8,787,10,0.2823,2.1E-05,0.00154
SA13_129,SA13_129_21,-0.1,1374,25,0.282154,1.3E-05,0.00187
SA13_129,SA13_129_23,-12.1,421,5,0.28239,1.1E-05,0.00082
SA13_129,SA13_129_24,2.6,546,7,0.282061,1.2E-05,0.0006
SA13_129,SA13_129_25,-1.5,594,8,0.282243,2.7E-05,0.00141
SA13_129,SA13_129_26,-19.7,465,6,0.28249,9E-06,0.00093
SA13_129,SA13_129_28,-11.3,692,10,0.282428,1E-05,0.0003
SA13_129,SA13_129_29,6.7,566,7,0.282343,1.2E-05,0.00141
SA13_129,SA13_129_30,-1.9,536,7,0.282358,1.2E-05,0.00131
SA13_129,SA13_129-31,-29.1,271,4,0.282532,1.4E-05,0.00157
SA13_129,SA13_129-33,0.9,554,8,0.282184,1.2E-05,0.00084
SA13_129,SA13_129-36,6.9,835,16,,,
SA13_129,SA13_129-36b,9.2,2014,65,0.281478,1.5E-05,0.00096
SA13_129,SA13_129-37,-3.2,303,5,0.28257,1.2E-05,0.00109
SA13_129,SA13_129-38,16.1,617,11,0.282308,1.4E-05,0.00108
SA13_129,SA13_129-39,-19.1,750,7,0.281789,1.3E-05,0.00183
SA13_129,SA13_129-40,-8.3,998,7,0.282341,9E-06,0.00065
SA13_129,SA13_129-41,19,276,2,0.282481,2.2E-05,0.00363
SA13_129,SA13_129-43,-12.4,716,5,0.282377,9E-06,0.00106
SA13_129,SA13_129-44,-9.9,950,7,0.282233,1.7E-05,0.00073
SA13_129,SA13_129-45,-13.8,1158,9,0.281745,8E-06,0.00132
SA13_129,SA13_129-46,-21.4,1746,20,0.281605,1.1E-05,0.00163
SA13_129,SA13_129-47,-4.4,608,5,0.282344,9E-06,0.00143
SA13_129,SA13_129-48,27.9,282,2,0.282014,1.3E-05,0.00106
SA13_129,SA13_129-53,-42.4,257,2,0.282519,1.2E-05,0.00108
SA13_129,SA13_129-54,1.8,380,4,0.282516,1.5E-05,0.00093
SA13_129,SA13_129-56rr,-18.4,1589,21,0.281528,1.4E-05,0.00095
SA13_129,SA13_129-57,-21.1,519,6,0.282362,1.3E-05,0.00145
SA13_129,SA13_129-58,-1.2,1221,16,0.282244,1.1E-05,0.00122
SA13_129,SA13_129-59,3,1072,13,0.282278,1.2E-05,0.00032
SA13_129,SA13_129-60,6.1,264,2,0.282473,1.3E-05,0.00134
SA13_129,SA13_129-62,-5.2,489,5,0.282467,1.8E-05,0.00114
SA13_129,SA13_129-63,-1.2,1012,11,0.282234,1.6E-05,0.0005
SA13_129,SA13_129-64,0,442,35,0.282511,1.2E-05,0.00192
SA13_129,SA13_129-65,6.2,585,5,0.282146,9E-06,0.00131
SA13_129,SA13_129-66,-1.1,753,8,0.282293,1.3E-05,0.00153
SA13_129,SA13_129-67,0.4,619,6,0.282404,1.1E-05,0.00039
SA13_129,SA13_129-68,-4.9,512,5,0.282334,1.7E-05,0.00154
SA13_129,SA13_129-70,7.9,528,5,0.282306,1E-05,0.0009
SA13_129,SA13_129-72,1.4,1180,15,0.282091,2.4E-05,0.00204
SA13_129,SA13_129-73,-2,1864,31,0.281405,1.5E-05,0.00115
SA13_129,SA13_129-74,1.4,275,3,0.28263,1.5E-05,0.00091
SA13_129,SA13_129-75,-1.7,528,5,0.282237,1.1E-05,0.00049
SA13_129,SA13_129-77,2.8,626,7,0.282215,9E-06,0.00024
SA13_129,SA13_129-79,7,689,9,0.282374,1.3E-05,0.00172
SA13_129,SA13_129-80,-15.1,509,7,0.282317,1.3E-05,0.00138
SA13_129,SA13_129-81,-1.9,1068,14,0.282315,2E-05,0.00337
SA13_129,SA13_129-83,8,281,4,0.282517,1.2E-05,0.00139
SA13_129,SA13_129-87,-12.9,600,9,0.282353,1.2E-05,0.00172
SA13_129,SA13_129-69,6.8,1191,14,0.282299,1.1E-05,0.00085
SA13_129,SA13_129-52,7.8,568,3,0.282215,1.2E-05,0.00029
SA13_129,SA13_129-49,9.4,542,3,0.28226,1.6E-05,0.00119
SA13_129,SA13_129_014,9.7,1116,17,0.281829,1.2E-05,0.00092
SA13_129,SA13_129-51,21.1,291,2,0.282453,1.1E-05,0.0009
SA14-234,SA14-234-70,1.6,743,12,0.28202,1E-05,0.0008
SA14-234,SA14-234-75,1.9,1057,14,0.282215,1E-05,0.00049
SA14-234,SA14-234-94,2,1071,14,0.282318,1.3E-05,0.00056
SA14-234,SA14-234-25,2.1,650,19,0.282411,1.2E-05,0.00034
SA14-234,SA14-234-011,2.3,1130,15,0.282234,8E-06,0.00061
SA14-234,SA14-234-87,2.3,761,13,,,
SA14-234,SA14-234-56,3.6,591,13,0.282541,1.3E-05,0.00027
SA14-234,SA14-234-79,3.6,1809,14,0.281355,1.6E-05,0.00153
SA14-234,SA14-234-58,3.9,1003,22,0.282361,1.1E-05,0.00067
SA14-234,SA14-234-57,4.1,1012,25,0.28231,1.6E-05,0.00053
SA14-234,SA14-234-006,4.4,1123,16,0.282293,1.3E-05,0.00115
SA14-234,SA14-234-52,4.4,1136,21,0.281942,1E-05,0.0006
SA14-234,SA14-234-78,4.4,1082,15,0.282015,1.2E-05,0.00066
SA14-234,SA14-234-002,5,624,12,0.282448,1.2E-05,0.00042
SA14-234,SA14-234-73,5.9,655,11,0.282159,1.1E-05,0.00096
SA14-234,SA14-234-014,6,605,9,0.282471,1.4E-05,0.00083
SA14-234,SA14-234-29,6,1066,18,0.282363,1.3E-05,0.0009
SA14-234,SA14-234-83,6.3,1045,14,0.282316,1.3E-05,0.00089
SA14-234,SA14-234-24,6.4,900,26,0.282305,1.1E-05,0.00084
SA14-234,SA14-234-31,6.5,1015,25,0.28241,1.2E-05,0.00064
SA14-234,SA14-234-80,6.9,1123,15,0.282299,1E-05,0.00067
SA14-234,SA14-234-017,7.2,915,14,0.28225,1.2E-05,0.00238
SA14-234,SA14-234-86,7.2,1099,13,0.282409,1.2E-05,0.00102
SA14-234,SA14-234-018,7.9,580,13,0.282483,1.1E-05,0.00111
SA14-234,SA14-234-53,10,1008,25,0.282328,1.1E-05,0.0004
SA14-234,SA14-234-015,10.1,539,8,0.281904,1E-05,0.00075
SA14-234,SA14-234-60,10.3,452,23,0.282218,1.3E-05,0.00068
SA14-234,SA14-234-22,10.8,1003,21,0.282142,1.2E-05,0.00042
SA14-234,SA14-234-30,15,671,19,0.282483,9E-06,0.00065
SA14-240,SA14-240-023,-56.8,413,7,0.282495,2E-05,0.00964
SA14-240,SA14-240-030,-51,1875,22,,,
SA14-240,SA14-240-013,-42.6,575,12,0.281882,1.3E-05,0.00045
SA14-240,SA13-240-54,-42.2,535,26,0.282296,1.1E-05,0.00071
SA14-240,SA13-240-51,-41.3,1023,12,0.282129,1.1E-05,0.00042
SA14-240,SA14-240-006,-36.8,694,9,0.282339,1.4E-05,0.00132
SA14-240,SA14-240-001,-32.6,690,9,0.282,1.4E-05,0.00144
SA14-240,SA14-240-012,-31.7,469,4,0.282345,1.4E-05,0.00048
SA14-240,SA14-240-63,-31.4,513,7,0.282417,1.4E-05,0.0006
SA14-240,SA14-240-025,-27.7,443,5,0.282642,1.7E-05,0.00578
SA14-240,SA14-240-007,-25.5,626,6,0.282382,1.9E-05,0.00302
SA14-240,SA14-240-011,-24,484,3,0.282446,1.4E-05,0.0013
SA14-240,SA14-240-68,-21.9,1057,17,,,
SA14-240,SA14-240-59,-21.2,456,5,,,
SA14-240,SA14-240-028,-21,442,12,0.282347,1.6E-05,0.0004
SA14-240,SA13-240-50,-20.1,556,8,0.282515,1.4E-05,0.00034
SA14-240,SA13-240-34,-18.2,967,11,0.282299,1.2E-05,0.00058
SA14-240,SA14-240-021,-18.1,521,5,0.282201,1.3E-05,0.0003
SA14-240,SA14-240-022,-14.8,484,5,0.282399,1.4E-05,0.00024
SA14-240,SA14-240-010,-12.2,555,6,0.282351,1.6E-05,0.00172
SA14-240,SA14-240-026,-12,863,10,0.282339,9E-06,0.00038
SA14-240,SA14-240-56,-11,1024,14,0.281736,1.3E-05,0.00049
SA14-240,SA14-240-64,-11,736,10,0.282362,1E-05,0.00061
SA14-240,SA14-240-002,-9,761,9,0.282317,1.8E-05,0.00114
SA14-240,SA14-240-58,-7.9,765,8,0.282281,1E-05,0.00056
SA14-240,SA13-240-44,-7.6,1101,13,0.281941,1.1E-05,0.00052
SA14-240,SA13-240-48,-6.1,533,5,0.282227,1E-05,0.00142
SA14-240,SA14-240-009,-5.2,1199,10,0.282138,1.2E-05,0.00077
SA14-240,SA14-240-005,-3.9,1035,8,0.281821,1.7E-05,0.00072
SA14-240,SA14-240-003rr,-2.1,853,7,0.282206,1.2E-05,0.00103
SA14-240,SA14-240-004,-3.4,571,4,0.2824,1.2E-05,0.00086
SA14-240,SA14-240-008,-1.3,583,5,0.282466,1E-05,0.00039
SA14-240,SA14-240-014,0.2,1004,9,0.282282,1.1E-05,0.00112
SA14-240,SA14-240-016,-1.9,1010,11,0.282076,1.6E-05,0.00076
SA14-240,SA14-240-018,-6.1,591,5,0.282306,1.1E-05,0.00068
SA14-240,SA14-240-019,-1.6,785,7,0.28227,1.2E-05,0.00072
SA14-240,SA14-240-020,-6.9,423,5,0.2825,1.1E-05,0.00105
SA14-240,SA14-240-024,7.3,535,7,0.282546,1.5E-05,0.00038
SA14-240,SA14-240-027,-1.1,559,5,0.282177,1.2E-05,0.0002
SA14-240,SA14-240-029,-3.4,968,11,0.281808,1.1E-05,0.00059
SA14-240,SA13-240-31,-0.4,1055,13,0.282005,1E-05,0.00166
SA14-240,SA13-240-32,1.2,542,8,0.282359,1E-05,0.00034
SA14-240,SA13-240-33,4.7,573,8,0.28243,1.3E-05,0.00042
SA14-240,SA13-240-35,3.5,1039,13,0.282291,1.1E-05,0.00044
SA14-240,SA13-240-37,1.5,1136,12,0.282164,1.3E-05,0.00057
SA14-240,SA13-240-38,0.6,1057,12,0.28228,1.4E-05,0.00042
SA14-240,SA13-240-39,3.9,564,6,0.282404,1.4E-05,0.0013
SA14-240,SA13-240-40,-0.5,1055,11,0.282222,1.1E-05,0.00058
SA14-240,SA13-240-41,0.1,593,7,0.282109,1E-05,0.00091
SA14-240,SA13-240-42,-2.5,551,7,0.282213,1.2E-05,0.00084
SA14-240,SA13-240-43,0.1,587,12,0.282357,1E-05,0.00054
SA14-240,SA13-240-45,1.2,508,6,0.282414,1.1E-05,0.00044
SA14-240,SA13-240-46,2.6,576,6,0.282445,1E-05,0.00015
SA14-240,SA13-240-47,-1,553,6,0.282518,8E-06,0.00032
SA14-240,SA13-240-49,-1.9,1044,10,0.281977,1.2E-05,0.00047
SA14-240,SA13-240-52,-1.3,550,6,0.281891,1.1E-05,0.00059
SA14-240,SA13-240-53,-2.3,1061,10,0.281819,1.3E-05,0.00053
SA14-240,SA14-240-57,-1.7,577,7,0.281419,1.7E-05,0.00029
SA14-240,SA14-240-60,-5.6,594,6,0.282468,9E-06,0.00042
SA14-240,SA14-240-61,-7.2,359,17,0.28221,1.4E-05,0.00049
SA14-240,SA14-240-62,-0.2,1043,11,0.282046,1.1E-05,0.00065
SA14-240,SA14-240-65,-1.8,1041,11,0.281926,1.8E-05,0.00157
SA14-240,SA14-240-67,2.3,540,6,0.282371,1E-05,0.00136
SA14-240,SA14-240-69,-1.4,532,7,0.282342,1.7E-05,0.00087
SA14-240,SA14-240-70,-3,556,7,0.282365,1.4E-05,0.00036
SA14-240,SA14-240-71,-11.9,562,10,0.282378,1.3E-05,0.00049
SA14-240,SA14-240-72,8,969,20,0.282175,1.3E-05,0.00076
SA14-240,SA14-240-73,-6.7,529,7,,,
SA14-240,SA14-240-74,0.1,520,10,0.282498,1.3E-05,0.00225
SA14-240,SA14-240-75,-5.3,501,8,0.282357,1.4E-05,0.00068
SA14-240,SA14-240-76,-4.1,528,7,0.282433,1E-05,0.00043
SA14-240,SA14-240-66,5.4,571,6,0.2823,9E-06,0.00042
SA14-240,SA13-240-36,7.6,734,9,0.28244,1.8E-05,0.0003
SA14-240,SA13-240-55,19.4,513,6,0.282375,1.1E-05,0.00095
SA14-229,SA14-229-019,-54.4,404,5,0.282196,1.2E-05,0.00392
SA14-229,SA14-229-87,-41.8,1933,13,0.281283,1.4E-05,0.00046
SA14-229,SA14-229-63,-37.5,1894,10,0.281489,1.2E-05,0.00153
SA14-229,SA14-229-77,-37.7,1766,14,0.281928,2.2E-05,0.00123
SA14-229,SA14-229-024,-30.7,564,8,0.282513,1.7E-05,0.00647
SA14-229,SA14-229-100,-29.1,822,13,0.282229,1.1E-05,0.00055
SA14-229,SA14-229-69,-27.9,517,6,0.282396,7E-06,0.00115
SA14-229,SA14-229-68,-26.3,734,7,0.282356,2.3E-05,0.00145
SA14-229,SA14-229-76,-26.1,1754,19,0.281592,1.1E-05,0.00094
SA14-229,SA14-229-59,-25,2269,14,0.281231,1.3E-05,0.00093
SA14-229,SA14-229-001,-23.5,386,5,0.28229,1.8E-05,0.00286
SA14-229,SA14-229-018,-20.7,782,9,0.282365,1E-05,0.0017
SA14-229,SA14-229-90,-20.4,424,5,0.282225,3.1E-05,0.00345
SA14-229,SA14-229-84,-20.6,487,5,0.282458,1.6E-05,0.00079
SA14-229,SA14-229-040,-20.4,673,10,0.282369,1.2E-05,0.00165
SA14-229,SA14-229-79,-16.4,1862,12,0.281327,1.1E-05,0.00113
SA14-229,SA14-229-033,-15.4,856,11,0.282263,1.3E-05,0.00127
SA14-229,SA14-229-038,-15.5,627,9,0.282354,1.1E-05,0.00123
SA14-229,SA14-229-93,-11.8,1925,10,0.281303,1.1E-05,0.00068
SA14-229,SA14-229-007,-12.9,958,10,0.282327,1.6E-05,0.00195
SA14-229,SA14-229-022,-13.2,794,9,0.282355,1.1E-05,0.00086
SA14-229,SA14-229-025,-12,2613,21,0.281038,1.2E-05,0.00051
SA14-229,SA14-229-97,-12.8,486,7,0.28234,1.4E-05,0.0009
SA14-229,SA14-229-75,-9.8,1016,9,0.282045,1.1E-05,0.00068
SA14-229,SA14-229-60,-9,2022,9,0.281371,8E-06,0.00051
SA14-229,SA14-229-56,-12.1,830,14,0.282369,1.2E-05,0.00105
SA14-229,SA14-229-58,-9.1,897,10,0.282168,1.3E-05,0.0022
SA14-229,SA14-229-55,-10.1,941,14,0.282301,1.6E-05,0.00172
SA14-229,SA14-229-92,-11.1,538,12,0.282508,1E-05,0.00069
SA14-229,SA14-229-48,-9.3,1023,16,0.281838,9E-06,0.00126
SA14-229,SA14-229-45,-8,1980,18,0.281309,1.3E-05,0.00081
SA14-229,SA14-229-83,-7,898,8,0.282414,1.4E-05,0.00162
SA14-229,SA14-229-029,-10.3,479,6,0.28223,1.1E-05,0.00102
SA14-229,SA14-229-89,-5.7,861,7,0.282202,1.1E-05,0.00101
SA14-229,SA14-229-85,-5.2,868,8,0.282423,1.2E-05,0.00221
SA14-229,SA14-229-71,-5.1,1004,9,0.282326,8E-06,0.00053
SA14-229,SA14-229-004,-5.4,992,11,0.2818,1.2E-05,0.00105
SA14-229,SA14-229-034,-6.5,878,15,0.282452,1.5E-05,0.00084
SA14-229,SA14-229-88,-5.2,653,5,0.282283,1.2E-05,0.00045
SA14-229,SA14-229-028,-6.6,712,9,0.282448,1.3E-05,0.00237
SA14-229,SA14-229-74,-4.2,1021,11,0.28194,1E-05,0.00042
SA14-229,SA14-229-012,-4,1938,14,0.281361,1E-05,0.00067
SA14-229,SA14-229-015,-5.1,1042,14,0.281809,1.2E-05,0.00076
SA14-229,SA14-229-67,-2.8,1870,10,0.281543,1.6E-05,0.00139
SA14-229,SA14-229-035,-4.7,1071,15,0.282378,1.7E-05,0.00314
SA14-229,SA14-229-021,-4,2689,21,0.28116,1.2E-05,0.00166
SA14-229,SA14-229-023,-4.5,1122,13,0.282325,1.1E-05,0.00074
SA14-229,SA14-229-51,-4.7,937,13,0.282246,1.5E-05,0.00178
SA14-229,SA14-229-98,5.6,553,5,0.28239,1.1E-05,0.00114
SA14-229,SA14-229-002,1.3,1041,12,0.281978,1E-05,0.0004
SA14-229,SA14-229-003,1.5,534,6,0.28227,1.1E-05,0.00065
SA14-229,SA14-229-005,-1.6,1018,11,0.282312,1.1E-05,0.00158
SA14-229,SA14-229-006,-3.6,1003,11,0.28175,1.2E-05,0.00085
SA14-229,SA14-229-008,-0.9,2018,15,0.281454,1.4E-05,0.00087
SA14-229,SA14-229-009,-3.5,967,12,0.282321,1.4E-05,0.0012
SA14-229,SA14-229-010,-2.9,712,7,0.282026,1.1E-05,0.00078
SA14-229,SA14-229-011,0.2,665,7,0.282364,1.1E-05,0.00106
SA14-229,SA14-229-013,-2.7,1863,14,0.281362,1.3E-05,0.00089
SA14-229,SA14-229-014,1.6,580,7,0.282129,1.4E-05,0.00065
SA14-229,SA14-229-016,-6,605,9,0.281644,1.6E-05,0.0015
SA14-229,SA14-229-017,-2.4,990,11,0.281781,1.1E-05,0.00174
SA14-229,SA14-229-020,-3.5,1008,12,0.282311,1.4E-05,0.00062
SA14-229,SA14-229-026,-3.5,599,7,0.282417,1.4E-05,0.00103
SA14-229,SA14-229-027,3.2,532,6,0.282298,1.2E-05,0.00071
SA14-229,SA14-229-030,-1.9,515,6,0.281655,1.1E-05,0.00187
SA14-229,SA14-229-031,-3.9,508,6,0.282328,1.4E-05,0.00118
SA14-229,SA14-229-032,-3.1,1012,13,0.282141,1E-05,0.00055
